transaction_id,property_id,transaction_date,transaction_price,transaction_type,agent_id,title,property_type,bedrooms,bathrooms,size_sqm,location_id,listing_price,status,listed_date,Listed_date,neighborhood,city,state,avg_price_per_sqm,price_per_sqm,transaction_year,transaction_of_month,price_hold
647,312,2026-04-02,290147288,Lease,1017,Duplex in Old GRA,Residential,3,4,280,3,261526394,Sold,2026-02-02,2026-02-02,Old GRA,Port Harcourt,Rivers,800000,1036240.3142857143,2026,April,-28620894
648,312,2026-06-07,286163963,Sale,1007,Duplex in Old GRA,Residential,3,4,280,3,261526394,Sold,2026-02-02,2026-02-02,Old GRA,Port Harcourt,Rivers,800000,1022014.1535714286,2026,June,-24637569
649,312,2026-08-25,261226268,Sale,1018,Duplex in Old GRA,Residential,3,4,280,3,261526394,Sold,2026-02-02,2026-02-02,Old GRA,Port Harcourt,Rivers,800000,932950.9571428571,2026,August,300126
650,313,2026-08-21,140304712,Rent,1021,Flat in GRA Phase 1,Residential,3,2,138,1,130993486,Rented,2025-10-26,2025-10-26,GRA Phase 1,Port Harcourt,Rivers,850000,1016700.8115942029,2026,August,-9311226
651,314,2027-04-04,89247962,Sale,1025,Flat in GRA Phase 2,Residential,2,1,81,2,87886386,Sold,2026-05-24,2026-05-24,GRA Phase 2,Port Harcourt,Rivers,920000,1101826.6913580247,2027,April,-1361576
652,314,2027-11-03,98634121,Rent,1022,Flat in GRA Phase 2,Residential,2,1,81,2,87886386,Sold,2026-05-24,2026-05-24,GRA Phase 2,Port Harcourt,Rivers,920000,1217705.1975308643,2027,November,-10747735
653,314,2028-01-25,89918234,Sale,1018,Flat in GRA Phase 2,Residential,2,1,81,2,87886386,Sold,2026-05-24,2026-05-24,GRA Phase 2,Port Harcourt,Rivers,920000,1110101.6543209876,2028,January,-2031848
654,315,2023-10-04,1408134354,Rent,1015,Land in GRA Phase 2,Land,0,0,1145,2,1350343553,Available,2023-06-16,2023-06-16,GRA Phase 2,Port Harcourt,Rivers,920000,1229811.6628820961,2023,October,-57790801
655,315,2024-04-12,1516817883,Lease,1028,Land in GRA Phase 2,Land,0,0,1145,2,1350343553,Available,2023-06-16,2023-06-16,GRA Phase 2,Port Harcourt,Rivers,920000,1324731.7755458516,2024,April,-166474330
656,316,2026-09-29,99912128,Lease,1020,Duplex in Rumuodara,Residential,4,5,195,5,90009658,Sold,2026-01-22,2026-01-22,Rumuodara,Obio-Akpor,Rivers,420000,512369.88717948715,2026,September,-9902470
657,316,2027-08-04,87592926,Rent,1030,Duplex in Rumuodara,Residential,4,5,195,5,90009658,Sold,2026-01-22,2026-01-22,Rumuodara,Obio-Akpor,Rivers,420000,449194.4923076923,2027,August,2416732
658,316,2028-03-05,108752039,Lease,1013,Duplex in Rumuodara,Residential,4,5,195,5,90009658,Sold,2026-01-22,2026-01-22,Rumuodara,Obio-Akpor,Rivers,420000,557702.7641025641,2028,March,-18742381
659,317,2023-11-21,142990394,Rent,1005,Duplex in Diobu,Residential,6,3,387,9,135276208,Rented,2023-05-30,2023-05-30,Diobu,Port Harcourt,Rivers,350000,369484.22222222225,2023,November,-7714186
660,318,2025-10-21,219506390,Sale,1007,Land in Rumuokoro,Land,0,0,461,4,221930580,Sold,2025-09-18,2025-09-18,Rumuokoro,Obio-Akpor,Rivers,450000,476152.6898047722,2025,October,2424190
661,318,2025-12-01,259528363,Rent,1027,Land in Rumuokoro,Land,0,0,461,4,221930580,Sold,2025-09-18,2025-09-18,Rumuokoro,Obio-Akpor,Rivers,450000,562968.2494577006,2025,December,-37597783
662,319,2025-08-02,59556382,Rent,1005,Flat in Rumuokoro,Residential,3,2,137,4,56831087,Rented,2024-10-15,2024-10-15,Rumuokoro,Obio-Akpor,Rivers,450000,434718.1167883212,2025,August,-2725295
663,319,2026-04-24,56331569,Sale,1009,Flat in Rumuokoro,Residential,3,2,137,4,56831087,Rented,2024-10-15,2024-10-15,Rumuokoro,Obio-Akpor,Rivers,450000,411179.3357664234,2026,April,499518
664,319,2027-03-18,55881618,Lease,1026,Flat in Rumuokoro,Residential,3,2,137,4,56831087,Rented,2024-10-15,2024-10-15,Rumuokoro,Obio-Akpor,Rivers,450000,407895.0218978102,2027,March,949469
665,320,2024-03-27,266264373,Sale,1024,Duplex in D-Line,Residential,6,3,369,10,253371577,Sold,2023-08-06,2023-08-06,D-Line,Port Harcourt,Rivers,620000,721583.6666666666,2024,March,-12892796
666,320,2024-10-09,275878841,Sale,1016,Duplex in D-Line,Residential,6,3,369,10,253371577,Sold,2023-08-06,2023-08-06,D-Line,Port Harcourt,Rivers,620000,747639.135501355,2024,October,-22507264
667,320,2025-08-30,294768294,Sale,1020,Duplex in D-Line,Residential,6,3,369,10,253371577,Sold,2023-08-06,2023-08-06,D-Line,Port Harcourt,Rivers,620000,798830.0650406504,2025,August,-41396717
668,321,2025-04-12,59481918,Sale,1030,Flat in Old GRA,Residential,4,3,75,3,59024150,Available,2024-05-22,2024-05-22,Old GRA,Port Harcourt,Rivers,800000,793092.24,2025,April,-457768
669,322,2025-11-04,195140474,Sale,1028,Land in Woji,Land,0,0,351,7,192105213,Rented,2025-02-25,2025-02-25,Woji,Obio-Akpor,Rivers,550000,555955.7663817664,2025,November,-3035261
670,322,2026-11-03,226492073,Sale,1021,Land in Woji,Land,0,0,351,7,192105213,Rented,2025-02-25,2025-02-25,Woji,Obio-Akpor,Rivers,550000,645276.5612535613,2026,November,-34386860
671,323,2026-05-25,94591490,Sale,1011,Commercial in Rumuodara,Commercial,0,2,181,5,95537292,Rented,2026-03-29,2026-03-29,Rumuodara,Obio-Akpor,Rivers,420000,522604.9171270718,2026,May,945802
672,323,2026-09-08,98307882,Rent,1008,Commercial in Rumuodara,Commercial,0,2,181,5,95537292,Rented,2026-03-29,2026-03-29,Rumuodara,Obio-Akpor,Rivers,420000,543137.4696132597,2026,September,-2770590
673,324,2026-04-02,201127099,Rent,1019,Duplex in Borokiri,Residential,4,3,435,11,175912004,Sold,2025-08-14,2025-08-14,Borokiri,Port Harcourt,Rivers,300000,462361.14712643676,2026,April,-25215095
674,324,2026-08-23,184779312,Lease,1005,Duplex in Borokiri,Residential,4,3,435,11,175912004,Sold,2025-08-14,2025-08-14,Borokiri,Port Harcourt,Rivers,300000,424780.0275862069,2026,August,-8867308
675,324,2026-11-03,185344989,Rent,1002,Duplex in Borokiri,Residential,4,3,435,11,175912004,Sold,2025-08-14,2025-08-14,Borokiri,Port Harcourt,Rivers,300000,426080.43448275863,2026,November,-9432985
676,325,2026-01-13,105838941,Lease,1025,Duplex in Diobu,Residential,6,2,226,9,104618957,Sold,2025-11-01,2025-11-01,Diobu,Port Harcourt,Rivers,350000,468313.89823008847,2026,January,-1219984
677,325,2026-04-22,113189688,Sale,1016,Duplex in Diobu,Residential,6,2,226,9,104618957,Sold,2025-11-01,2025-11-01,Diobu,Port Harcourt,Rivers,350000,500839.3274336283,2026,April,-8570731
678,326,2023-08-22,69260665,Rent,1017,Flat in Ada George,Residential,2,1,134,8,66021106,Sold,2023-04-14,2023-04-14,Ada George,Obio-Akpor,Rivers,480000,516870.6343283582,2023,August,-3239559
679,326,2023-10-27,65082084,Lease,1011,Flat in Ada George,Residential,2,1,134,8,66021106,Sold,2023-04-14,2023-04-14,Ada George,Obio-Akpor,Rivers,480000,485687.19402985077,2023,October,939022
680,326,2024-09-15,65411223,Rent,1014,Flat in Ada George,Residential,2,1,134,8,66021106,Sold,2023-04-14,2023-04-14,Ada George,Obio-Akpor,Rivers,480000,488143.4552238806,2024,September,609883
681,327,2023-12-14,131231499,Rent,1021,Commercial in Ada George,Commercial,0,4,246,8,132054221,Sold,2023-08-09,2023-08-09,Ada George,Obio-Akpor,Rivers,480000,533461.3780487805,2023,December,822722
682,327,2024-06-17,124404503,Lease,1020,Commercial in Ada George,Commercial,0,4,246,8,132054221,Sold,2023-08-09,2023-08-09,Ada George,Obio-Akpor,Rivers,480000,505709.3617886179,2024,June,7649718
683,328,2026-03-20,67810295,Sale,1030,Flat in Rumuokoro,Residential,3,2,153,4,71114395,Sold,2025-04-05,2025-04-05,Rumuokoro,Obio-Akpor,Rivers,450000,443204.54248366016,2026,March,3304100
684,328,2026-07-30,81372564,Sale,1025,Flat in Rumuokoro,Residential,3,2,153,4,71114395,Sold,2025-04-05,2025-04-05,Rumuokoro,Obio-Akpor,Rivers,450000,531846.8235294118,2026,July,-10258169
685,329,2026-05-22,338837489,Sale,1020,Land in Rumuola,Land,0,0,710,6,310830489,Available,2026-02-24,2026-02-24,Rumuola,Obio-Akpor,Rivers,500000,477235.9,2026,May,-28007000
686,330,2026-03-09,240738797,Sale,1010,Duplex in Town,Residential,5,2,377,12,240991256,Sold,2026-01-31,2026-01-31,Town,Port Harcourt,Rivers,580000,638564.448275862,2026,March,252459
687,330,2026-04-19,246111373,Rent,1018,Duplex in Town,Residential,5,2,377,12,240991256,Sold,2026-01-31,2026-01-31,Town,Port Harcourt,Rivers,580000,652815.3129973474,2026,April,-5120117
688,331,2026-01-08,188955560,Rent,1016,Land in Borokiri,Land,0,0,431,11,172944104,Sold,2025-03-17,2025-03-17,Borokiri,Port Harcourt,Rivers,300000,438411.97215777263,2026,January,-16011456
689,331,2026-04-20,194657104,Rent,1001,Land in Borokiri,Land,0,0,431,11,172944104,Sold,2025-03-17,2025-03-17,Borokiri,Port Harcourt,Rivers,300000,451640.6125290023,2026,April,-21713000
690,331,2027-02-13,170602969,Sale,1002,Land in Borokiri,Land,0,0,431,11,172944104,Sold,2025-03-17,2025-03-17,Borokiri,Port Harcourt,Rivers,300000,395830.55452436197,2027,February,2341135
691,332,2026-03-14,158900405,Lease,1021,Duplex in Rumuola,Residential,5,3,281,6,161748022,Rented,2025-04-02,2025-04-02,Rumuola,Obio-Akpor,Rivers,500000,565481.8683274022,2026,March,2847617
692,332,2026-05-17,175432815,Lease,1022,Duplex in Rumuola,Residential,5,3,281,6,161748022,Rented,2025-04-02,2025-04-02,Rumuola,Obio-Akpor,Rivers,500000,624316.0676156584,2026,May,-13684793
693,332,2026-12-17,207125549,Sale,1010,Duplex in Rumuola,Residential,5,3,281,6,161748022,Rented,2025-04-02,2025-04-02,Rumuola,Obio-Akpor,Rivers,500000,737101.5978647687,2026,December,-45377527
694,333,2025-06-28,102466147,Lease,1017,Land in Diobu,Land,0,0,346,9,105291240,Sold,2024-11-13,2024-11-13,Diobu,Port Harcourt,Rivers,350000,296144.93352601153,2025,June,2825093
695,333,2025-09-16,127979806,Lease,1028,Land in Diobu,Land,0,0,346,9,105291240,Sold,2024-11-13,2024-11-13,Diobu,Port Harcourt,Rivers,350000,369883.8323699422,2025,September,-22688566
696,333,2025-11-30,113594507,Rent,1015,Land in Diobu,Land,0,0,346,9,105291240,Sold,2024-11-13,2024-11-13,Diobu,Port Harcourt,Rivers,350000,328307.82369942195,2025,November,-8303267
697,334,2023-11-24,271658755,Rent,1010,Commercial in Woji,Commercial,0,2,410,7,292375598,Sold,2023-10-14,2023-10-14,Woji,Obio-Akpor,Rivers,550000,662582.3292682926,2023,November,20716843
698,334,2024-07-12,323304584,Sale,1012,Commercial in Woji,Commercial,0,2,410,7,292375598,Sold,2023-10-14,2023-10-14,Woji,Obio-Akpor,Rivers,550000,788547.7658536586,2024,July,-30928986
699,334,2025-02-08,330449233,Sale,1017,Commercial in Woji,Commercial,0,2,410,7,292375598,Sold,2023-10-14,2023-10-14,Woji,Obio-Akpor,Rivers,550000,805973.7390243902,2025,February,-38073635
700,335,2026-10-20,179513678,Lease,1029,Duplex in Ada George,Residential,4,5,333,8,183314474,Rented,2025-11-04,2025-11-04,Ada George,Obio-Akpor,Rivers,480000,539080.1141141141,2026,October,3800796
701,336,2025-12-04,171891718,Sale,1005,Commercial in Diobu,Commercial,0,3,343,9,151007823,Sold,2025-01-24,2025-01-24,Diobu,Port Harcourt,Rivers,350000,501142.03498542274,2025,December,-20883895
702,337,2023-06-04,350732122,Lease,1017,Land in Rumuokoro,Land,0,0,726,4,373042744,Rented,2023-02-24,2023-02-24,Rumuokoro,Obio-Akpor,Rivers,450000,483102.0964187328,2023,June,22310622
703,337,2024-05-12,449876134,Rent,1008,Land in Rumuokoro,Land,0,0,726,4,373042744,Rented,2023-02-24,2023-02-24,Rumuokoro,Obio-Akpor,Rivers,450000,619664.0964187328,2024,May,-76833390
704,338,2026-07-16,505815210,Lease,1030,Commercial in GRA Phase 2,Commercial,0,3,435,2,496829088,Rented,2026-03-30,2026-03-30,GRA Phase 2,Port Harcourt,Rivers,920000,1162793.5862068965,2026,July,-8986122
705,338,2027-04-01,540084621,Sale,1021,Commercial in GRA Phase 2,Commercial,0,3,435,2,496829088,Rented,2026-03-30,2026-03-30,GRA Phase 2,Port Harcourt,Rivers,920000,1241573.8413793102,2027,April,-43255533
706,338,2028-02-02,553525856,Sale,1028,Commercial in GRA Phase 2,Commercial,0,3,435,2,496829088,Rented,2026-03-30,2026-03-30,GRA Phase 2,Port Harcourt,Rivers,920000,1272473.232183908,2028,February,-56696768
707,339,2026-10-03,151767635,Lease,1030,Flat in GRA Phase 2,Residential,1,1,134,2,134402863,Rented,2025-12-09,2025-12-09,GRA Phase 2,Port Harcourt,Rivers,920000,1132594.291044776,2026,October,-17364772
708,339,2027-01-15,155102762,Rent,1030,Flat in GRA Phase 2,Residential,1,1,134,2,134402863,Rented,2025-12-09,2025-12-09,GRA Phase 2,Port Harcourt,Rivers,920000,1157483.2985074627,2027,January,-20699899
709,339,2027-03-20,151171740,Rent,1004,Flat in GRA Phase 2,Residential,1,1,134,2,134402863,Rented,2025-12-09,2025-12-09,GRA Phase 2,Port Harcourt,Rivers,920000,1128147.3134328357,2027,March,-16768877
710,340,2026-05-02,276566503,Lease,1014,Commercial in Town,Commercial,0,2,448,12,252330177,Rented,2026-03-18,2026-03-18,Town,Port Harcourt,Rivers,580000,617335.9441964285,2026,May,-24236326
711,341,2025-09-25,386176822,Lease,1005,Land in Old GRA,Land,0,0,495,3,340349598,Sold,2024-10-04,2024-10-04,Old GRA,Port Harcourt,Rivers,800000,780155.195959596,2025,September,-45827224
712,341,2025-12-18,342148549,Sale,1025,Land in Old GRA,Land,0,0,495,3,340349598,Sold,2024-10-04,2024-10-04,Old GRA,Port Harcourt,Rivers,800000,691209.1898989899,2025,December,-1798951
713,341,2026-11-28,381126731,Rent,1020,Land in Old GRA,Land,0,0,495,3,340349598,Sold,2024-10-04,2024-10-04,Old GRA,Port Harcourt,Rivers,800000,769952.9919191919,2026,November,-40777133
714,342,2026-03-21,72907631,Lease,1003,Flat in Ada George,Residential,4,3,148,8,67626232,Rented,2025-10-24,2025-10-24,Ada George,Obio-Akpor,Rivers,480000,492619.1283783784,2026,March,-5281399
715,343,2024-06-06,210591966,Rent,1016,Commercial in Ada George,Commercial,0,1,461,8,203365446,Rented,2024-02-29,2024-02-29,Ada George,Obio-Akpor,Rivers,480000,456815.54446854664,2024,June,-7226520
716,343,2025-01-13,205721827,Lease,1016,Commercial in Ada George,Commercial,0,1,461,8,203365446,Rented,2024-02-29,2024-02-29,Ada George,Obio-Akpor,Rivers,480000,446251.25162689807,2025,January,-2356381
717,344,2025-12-05,254625824,Lease,1025,Duplex in Town,Residential,6,5,340,12,261949189,Rented,2025-07-30,2025-07-30,Town,Port Harcourt,Rivers,580000,748899.4823529412,2025,December,7323365
718,345,2025-01-15,215797000,Rent,1007,Duplex in Woji,Residential,5,4,427,7,222199120,Sold,2024-05-19,2024-05-19,Woji,Obio-Akpor,Rivers,550000,505379.3911007026,2025,January,6402120
719,345,2025-03-19,225379931,Lease,1028,Duplex in Woji,Residential,5,4,427,7,222199120,Sold,2024-05-19,2024-05-19,Woji,Obio-Akpor,Rivers,550000,527821.8524590164,2025,March,-3180811
720,346,2026-04-12,352106490,Sale,1014,Duplex in Old GRA,Residential,4,4,327,3,314561042,Sold,2025-09-28,2025-09-28,Old GRA,Port Harcourt,Rivers,800000,1076778.2568807339,2026,April,-37545448
721,346,2026-06-02,340209140,Lease,1024,Duplex in Old GRA,Residential,4,4,327,3,314561042,Sold,2025-09-28,2025-09-28,Old GRA,Port Harcourt,Rivers,800000,1040394.9235474006,2026,June,-25648098
722,346,2027-05-11,368779671,Rent,1020,Duplex in Old GRA,Residential,4,4,327,3,314561042,Sold,2025-09-28,2025-09-28,Old GRA,Port Harcourt,Rivers,800000,1127766.5779816513,2027,May,-54218629
723,347,2024-09-01,290679895,Lease,1015,Commercial in Woji,Commercial,0,3,386,7,279567294,Sold,2024-07-14,2024-07-14,Woji,Obio-Akpor,Rivers,550000,753056.7227979274,2024,September,-11112601
724,347,2024-10-22,333309348,Sale,1017,Commercial in Woji,Commercial,0,3,386,7,279567294,Sold,2024-07-14,2024-07-14,Woji,Obio-Akpor,Rivers,550000,863495.7202072539,2024,October,-53742054
725,347,2024-12-11,321960169,Rent,1025,Commercial in Woji,Commercial,0,3,386,7,279567294,Sold,2024-07-14,2024-07-14,Woji,Obio-Akpor,Rivers,550000,834093.7020725389,2024,December,-42392875
726,348,2025-06-23,468134662,Lease,1029,Land in Rumuokoro,Land,0,0,887,4,474314384,Sold,2025-02-16,2025-02-16,Rumuokoro,Obio-Akpor,Rivers,450000,527773.0124013529,2025,June,6179722
727,349,2024-03-03,118683731,Lease,1020,Duplex in D-Line,Residential,4,4,201,10,123849246,Sold,2023-06-11,2023-06-11,D-Line,Port Harcourt,Rivers,620000,590466.3233830846,2024,March,5165515
728,349,2024-12-22,149726453,Lease,1027,Duplex in D-Line,Residential,4,4,201,10,123849246,Sold,2023-06-11,2023-06-11,D-Line,Port Harcourt,Rivers,620000,744907.7263681592,2024,December,-25877207
729,350,2024-11-30,288152721,Rent,1029,Commercial in Town,Commercial,0,3,482,12,304591699,Rented,2024-02-18,2024-02-18,Town,Port Harcourt,Rivers,580000,597827.2219917013,2024,November,16438978
